timestamp,x,y,z
14874000,-90.02255849863501,8.524855931225114,-2.7649560905725132
14916000,-90.1887270714522,8.524057737020758,-3.7216912496986847
14958000,-90.2896478936909,8.528102986099979,-3.754395675390769
15000000.0,-90.8687198556587,8.526432710479877,-3.75749412694212
15042000,-90.7074443246659,8.550568065429264,-3.7598246371161608
15084000,-90.22212231895101,8.597843325365607,-3.755111122270757
15124000,-90.52756933066333,8.593031745445657,-3.7634567931619975
15166000,-90.73793442346872,8.604653424006441,-3.771877880999048
15208000,-90.37910979743627,8.64470273655321,-3.7706661103255517
15250000.0,-90.43004461419515,8.658949959089865,-3.7765515006287274
15292000,-90.68050717612716,8.667652918836543,-3.7852985970314736
15334000,-90.49682574018614,8.70251709620792,-3.7782492680757453
15374000,-90.67232090527482,8.709763428108397,-3.7852261760187873
15416000,-90.32404770586564,8.744905318345447,-3.784391956366546
15458000,-90.36769391778991,8.782382211170253,-3.7832281474398117
15500000.0,-89.95109965067365,8.84889099081407,-3.794588130480971
15542000,-90.25491394500195,8.87528436448067,-3.841198591355222
15584000,-90.22388607468537,8.899507776103604,-3.893185766306186
15624000,-90.30398191565624,8.942600980426098,-4.071080848412299
15666000,-90.2983784577466,9.048574919882958,-4.065454772171645
15708000,-90.360646770125,9.579060379916529,-3.9830850238822415
15750000.0,-90.3557200549519,10.580184209832375,-3.763636499329551
15792000,-90.18821198745928,12.213291343011127,-3.895463703357607
15834000,-89.8850816293992,14.28568787886178,-3.6403273067399637
15874000,-89.7822359272187,16.296764728754916,-3.426537779025167
15916000,-89.73751042888561,18.220871372514363,-3.043175980512748
15958000,-89.85410082998021,20.242042136252735,-2.819923658268117
16000000.0,-89.82357838776997,22.67035008328817,-2.347289109545783
16042000,-89.50036671366654,25.08163912079805,-1.6171409487429371
16084000,-89.84294024953323,27.869817472433503,-1.4811128186823594
16124000,-89.49445870940984,30.2366671605677,-0.9288752657738695
16166000,-89.95337387698777,32.52923484450939,-0.8534971739898747
16208000,-90.28633626412193,34.55311407116374,-0.8336676340391647
16250000,-91.1237520231412,36.60536436741539,-1.236766997010681
16292000,-92.77785051786276,38.70698647627903,-2.2869508838272528
16334000,-92.58671751581937,41.36542888328968,-2.083951121062684
16374000,-91.91899360047039,43.55570897028556,-1.3000963339115033
16416000,-91.78626652821212,46.3711025610719,-1.2037657682361544
16458000,-92.38555839272885,49.25621115933259,-1.6618312881616706
16500000,-93.08306031408758,52.39858777279826,-2.1371591445932205
16542000,-92.10081376108398,55.603090712867015,-1.7510702734512313
16584000,-91.20249055220685,59.334373454853825,-1.4167878408556485
16624000,-93.62421770289839,62.1320312986575,-3.0891449402457263
16666000,-94.55025188878594,65.11386592842678,-3.8690858391718916
16708000,-90.12708291354123,67.80349792945825,-0.6900784182194613
16750000,-84.89864872457814,70.09566597478971,3.116568648955227
16792000,-86.75446615786993,72.52864178805149,2.4768328403140747
16834000,-87.39989876619994,74.48046390883107,2.9420983026318135
16874000,-84.8362998508879,76.50656106756401,5.505260884743901
16916000,-82.59967947351566,78.48177367871344,7.780150714067923
